,Day,Month,Year,Latitud,Longitud,Sierra,Hierro,PIT,LC_capture,Ancho_capture,Plastron_capture,Peso_capture,lcclass,Birth_year,Release_year,release,Stage,Sex,Age_release,Age_capture,mod.ID,dup.ID,Sex_capture,Sex_stage,Sex_retro
2828,7,8,2001,,,,1221,41860627,22.8,23.7,16.155,1.1,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1093,FALSE,Indeterminada,Indeterminada,Indeterminada
2829,3,6,2003,-1.36639,-89.66018,,1221,41860627,29,29.5,21.2,2.15,20,1997.5,2001,0,Juvenil,Juvenil,3.5,5.5,1093,FALSE,Indeterminada,Indeterminada,Indeterminada
2830,11,9,2007,-1.36578,-89.66005,,1221,41860627,39.1,39.1,29,5.8,,1997.5,2001,0,Juvenil,Juvenil,3.5,9.5,1093,FALSE,Indeterminada,Indeterminada,Indeterminada
2831,7,8,2001,,,,1222,42070272,24.2,25.6,16.811,1.2,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1094,FALSE,Indeterminada,Indeterminada,Indeterminada
2832,3,6,2003,-1.36639,-89.66018,,1222,42070272,28.8,30,20.6,1.7,20,1997.5,2001,0,Juvenil,Juvenil,3.5,5.5,1094,FALSE,Indeterminada,Indeterminada,Indeterminada
2833,8,6,2010,-1.36698,-89.65914,,1222,42070272,50.3,,,,50,1997.5,2001,0,Juvenil,,3.5,12.5,1094,FALSE,Indeterminada,Indeterminada,Indeterminada
2834,7,8,2001,,,,1223,42026862,22.5,23.8,15.708,1.1,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1095,FALSE,Indeterminada,Indeterminada,Indeterminada
2835,7,9,2007,-1.36611,-89.66225,,1223,42026862,41,42,30,6,,1997.5,2001,0,Juvenil,Juvenil,3.5,9.5,1095,FALSE,Indeterminada,Indeterminada,Indeterminada
2836,7,8,2001,,,,1224,42052882,22.5,24.4,15.942,1.1,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1096,FALSE,Indeterminada,Indeterminada,Indeterminada
2837,7,8,2001,,,,1225,41881527,21,22,14.747,0.9,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1097,FALSE,Indeterminada,Indeterminada,Macho
2838,1,6,2003,-1.36547,-89.66099,1225,1225,41881527,27.6,28.8,20.4,1.8,20,1997.5,2001,0,Juvenil,Juvenil,3.5,5.5,1097,FALSE,Indeterminada,Indeterminada,Macho
2839,30,8,2019,,,,,41881527,75,77,55,45,70,1997.5,2001,0,Adulta,Macho,3.5,21.5,1097,FALSE,Macho,Macho,Macho
2840,7,8,2001,,,,1226,41830584,22.5,23.4,15.798,1,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1098,FALSE,Indeterminada,Indeterminada,Indeterminada
2841,7,8,2001,,,,1227,15111537,19.8,20.6,13.6,0.7,10,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1099,FALSE,Indeterminada,Indeterminada,Indeterminada
2842,7,8,2001,,,,1228,42007789,21.3,23,14.746,1,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1100,FALSE,Indeterminada,Indeterminada,Indeterminada
2843,11,9,2007,-1.36505,-89.66125,,1228,42007789,36.8,39.7,27,4.4,,1997.5,2001,0,Juvenil,Juvenil,3.5,9.5,1100,FALSE,Indeterminada,Indeterminada,Indeterminada
2844,7,8,2001,,,,1229,41842840,23.1,24.7,16.169,1.1,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1101,FALSE,Indeterminada,Indeterminada,Indeterminada
2845,3,6,2003,-1.36777,-89.6598,,1229,41842840,31,33,22.6,2.95,30,1997.5,2001,0,Juvenil,Juvenil,3.5,5.5,1101,FALSE,Indeterminada,Indeterminada,Indeterminada
2846,8,6,2010,-1.36918,-89.65886,,1320,41842840,56.5,,,,50,1997.5,2001,0,Adulta,,3.5,12.5,1101,FALSE,,Indeterminada,Indeterminada
2847,7,8,2001,,,,1230,42062841,23.7,25.6,17.329,1.3,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1102,FALSE,Indeterminada,Indeterminada,Indeterminada
2848,7,8,2001,,,,1231,41871127,22.1,23,15.139,1,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1103,FALSE,Indeterminada,Indeterminada,Indeterminada
2849,12,9,2007,-1.36598,-89.65947,,1231,41871127,41,42,30,6.2,,1997.5,2001,0,Juvenil,Juvenil,3.5,9.5,1103,FALSE,Indeterminada,Indeterminada,Indeterminada
2850,7,8,2001,,,,1232,41771514,22.7,24.6,15.943,1.1,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1104,FALSE,Indeterminada,Indeterminada,Indeterminada
2851,2,6,2003,-1.36401,-89.66052,,1232,41771514,29,31.4,21.1,2.25,20,1997.5,2001,0,Juvenil,Juvenil,3.5,5.5,1104,FALSE,Indeterminada,Indeterminada,Indeterminada
2852,7,8,2001,,,,1233,42005787,22.5,24,15.645,1,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1105,FALSE,Indeterminada,Indeterminada,Macho
2853,8,6,2010,-1.36753,-89.66002,,1233,42005787,56.2,,,,50,1997.5,2001,0,Adulta,,3.5,12.5,1105,FALSE,,Macho,Macho
2854,28,8,2019,-1.37103,-89.66209,,,42005787,80,84,59,55,80,1997.5,2001,0,Adulta,Macho,3.5,21.5,1105,FALSE,Macho,Macho,Macho
2855,7,8,2001,,,,1234,41849540,21.2,22.5,14.698,0.9,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1106,FALSE,Indeterminada,Indeterminada,Indeterminada
2856,7,8,2001,,,,1235,41880632,20,20.9,14.053,0.75,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1107,FALSE,Indeterminada,Indeterminada,Indeterminada
2857,3,6,2003,-1.36588,-89.66185,,1235,41880632,25,25.3,17.8,1.1,20,1997.5,2001,0,Juvenil,Juvenil,3.5,5.5,1107,FALSE,Indeterminada,Indeterminada,Indeterminada
2858,7,9,2007,-1.3659,-89.66227,,1235,41880632,37.4,38.2,28,4.5,,1997.5,2001,0,Juvenil,Juvenil,3.5,9.5,1107,FALSE,Indeterminada,Indeterminada,Indeterminada
2859,7,8,2001,,,,1236,52821570,20.7,21.4,14.431,0.8,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1108,FALSE,Indeterminada,Indeterminada,Indeterminada
2860,2,6,2003,-1.36722,-89.66162,,1236,52821570,28.8,30,21.2,5.8,20,1997.5,2001,0,Juvenil,Juvenil,3.5,5.5,1108,FALSE,Indeterminada,Indeterminada,Indeterminada
2861,7,8,2001,,,,1237,42029086,23.7,25.4,16.861,1.3,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1109,FALSE,Indeterminada,Indeterminada,Macho
2862,2,6,2003,-1.3653,-89.65965,,1237,42029086,30.5,32.2,22.7,2.7,30,1997.5,2001,0,Juvenil,Juvenil,3.5,5.5,1109,FALSE,Indeterminada,Indeterminada,Macho
2863,11,9,2007,-1.36528,-89.65989,,1237,42029086,42.3,45,31.7,6.5,,1997.5,2001,0,Juvenil,Juvenil,3.5,9.5,1109,FALSE,Indeterminada,Indeterminada,Macho
2864,28,8,2019,-1.37103,-89.66209,,,42029086,66,78,55,25,60,1997.5,2001,0,Adulta,Macho,3.5,21.5,1109,FALSE,Macho,Macho,Macho
2865,7,8,2001,,,,1238,41856513,22.4,23.6,15.822,1,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1110,FALSE,Indeterminada,Indeterminada,Indeterminada
2866,2,6,2003,-1.3653,-89.65969,,1238,41856513,28.4,29.6,20.9,2.1,20,1997.5,2001,0,Juvenil,Juvenil,3.5,5.5,1110,FALSE,Indeterminada,Indeterminada,Indeterminada
2867,7,8,2001,,,,1239,42002038,20.8,22.4,14.745,0.8,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1111,FALSE,Indeterminada,Indeterminada,Indeterminada
2868,2,6,2003,-1.36508,-89.66019,,1239,42002038,25.9,27.3,18.7,1.5,20,1997.5,2001,0,Juvenil,Juvenil,3.5,5.5,1111,FALSE,Indeterminada,Indeterminada,Indeterminada
2869,11,9,2007,-1.3652,-89.66013,,1239,42002038,37,39,28,4.6,,1997.5,2001,0,Juvenil,Juvenil,3.5,9.5,1111,FALSE,Indeterminada,Indeterminada,Indeterminada
2870,7,8,2001,,,,1240,42062841,21.4,22.9,14.976,1,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1112,FALSE,Indeterminada,Indeterminada,Indeterminada
2871,1,6,2003,-1.35982,-89.66146,1230,1230,42062841,30.8,32.7,23.1,3.27,30,1997.5,2001,0,Juvenil,Juvenil,3.5,5.5,1112,FALSE,Indeterminada,Indeterminada,Indeterminada
2872,9,9,2007,-1.35933,-89.66113,,1240,42062841,40,49.5,35.8,9.8,,1997.5,2001,0,Juvenil,Juvenil,3.5,9.5,1112,FALSE,Indeterminada,Indeterminada,Indeterminada
2873,7,8,2001,,,,1241,41821263,21.7,22.7,14.554,0.9,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1113,FALSE,Indeterminada,Indeterminada,Indeterminada
2874,7,8,2001,,,,1242,42020316,21.3,22.5,14.888,0.9,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1114,FALSE,Indeterminada,Indeterminada,Indeterminada
2875,7,8,2001,,,,1243,42040840,22.8,24.2,16.133,1.1,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1115,FALSE,Indeterminada,Indeterminada,Indeterminada
2876,7,8,2001,,,,1244,52831892,20.2,21,14.322,0.8,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1116,FALSE,Indeterminada,Indeterminada,Indeterminada
2877,3,6,2003,-1.36619,-89.66142,,1244,52831892,27.7,28.6,20.2,1.5,20,1997.5,2001,0,Juvenil,Juvenil,3.5,5.5,1116,FALSE,Indeterminada,Indeterminada,Indeterminada
2878,7,8,2001,,,,1245,41858312,22.3,24,16.05,1,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1117,FALSE,Indeterminada,Indeterminada,Indeterminada
2879,3,6,2003,-1.36713,-89.66184,,1245,41858312,31,32.9,23.7,2.6,30,1997.5,2001,0,Juvenil,Juvenil,3.5,5.5,1117,FALSE,Indeterminada,Indeterminada,Indeterminada
2880,7,8,2001,,,,1246,41639829,21.4,22.6,14.786,0.9,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1118,FALSE,Indeterminada,Indeterminada,Indeterminada
2881,7,8,2001,,,,1247,42063873,22,23.1,15.439,1,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1119,FALSE,Indeterminada,Indeterminada,Indeterminada
2882,5,6,2010,-1.37203,-89.67395,,1947,42063873,55.8,,,,50,1997.5,2001,0,Adulta,Juvenil,3.5,12.5,1119,FALSE,,Indeterminada,Indeterminada
2883,7,8,2001,,,,1248,13035076,20.3,21.3,14.142,0.7,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1120,FALSE,Indeterminada,Indeterminada,Indeterminada
2884,7,8,2001,,,,1249,42029342,23,25,16.425,1.1,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1121,FALSE,Indeterminada,Indeterminada,Macho
2885,28,8,2019,-1.36843,-89.67507,,,42029342,80.5,79.7,58.5,45,80,1997.5,2001,0,Adulta,Macho,3.5,21.5,1121,FALSE,Macho,Macho,Macho
2886,7,8,2001,,,,1250,2325090,22.5,24.4,15.939,1.1,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1122,FALSE,Indeterminada,Indeterminada,Indeterminada
2887,2,6,2003,-1.3653,-89.65969,,1250,2325090,28.6,30.9,21,2.05,20,1997.5,2001,0,Juvenil,Juvenil,3.5,5.5,1122,FALSE,Indeterminada,Indeterminada,Indeterminada
2888,7,8,2001,,,,1251,42009810,21.4,23.4,15.028,1,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1123,FALSE,Indeterminada,Indeterminada,Indeterminada
2889,7,8,2001,,,,1252,17807639,20,21.4,13.747,0.8,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1124,FALSE,Indeterminada,Indeterminada,Indeterminada
2890,7,8,2001,,,,1253,42066831,21.8,22.8,15.587,0.96,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1125,FALSE,Indeterminada,Indeterminada,Indeterminada
2891,14,9,2007,-1.36983,-89.66178,,1253,42066831,46.5,48,36,10.8,,1997.5,2001,0,Juvenil,Juvenil,3.5,9.5,1125,FALSE,Indeterminada,Indeterminada,Indeterminada
2892,7,8,2001,,,,1254,42019828,24.7,26.5,17.421,1.4,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1126,FALSE,Indeterminada,Indeterminada,Indeterminada
2893,1,6,2003,-1.36285,-89.66278,,1254,42019828,33,34.8,24.5,3.6,30,1997.5,2001,0,Juvenil,Juvenil,3.5,5.5,1126,FALSE,Indeterminada,Indeterminada,Indeterminada
2894,7,9,2007,-1.35275,-89.66276,,1254,42019828,48,50,37.3,10.2,,1997.5,2001,0,Juvenil,Juvenil,3.5,9.5,1126,FALSE,Indeterminada,Indeterminada,Indeterminada
2895,7,8,2001,,,,1255,42078880,22.7,23.8,16.398,1.1,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1127,FALSE,Indeterminada,Indeterminada,Indeterminada
2896,1,6,2003,-1.36684,-89.6613,1255,1255,42078880,29.4,30.5,21.9,2,20,1997.5,2001,0,Juvenil,Juvenil,3.5,5.5,1127,FALSE,Indeterminada,Indeterminada,Indeterminada
2897,7,8,2001,,,,1256,42031623,23.3,24.1,15.862,1.1,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1128,FALSE,Indeterminada,Indeterminada,Macho
2898,3,6,2003,-1.36623,-89.66267,,1256,42031623,34.6,36.8,25.1,3.3,30,1997.5,2001,0,Juvenil,Juvenil,3.5,5.5,1128,FALSE,Indeterminada,Indeterminada,Macho
2899,9,9,2007,-1.3667,-89.66265,,1256,42031623,48,49.3,35.8,11,,1997.5,2001,0,Juvenil,Juvenil,3.5,9.5,1128,FALSE,Indeterminada,Indeterminada,Macho
2900,29,8,2019,-1.37089,-89.66331,,1256,42031623,84,85,70,50,80,1997.5,2001,0,Adulta,Macho,3.5,21.5,1128,FALSE,Macho,Macho,Macho
2901,7,8,2001,,,,1257,6632083,22.5,24.1,15.852,1.1,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1129,FALSE,Indeterminada,Indeterminada,Indeterminada
2902,7,8,2001,,,,1258,41850776,21.8,23,14.781,0.9,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1130,FALSE,Indeterminada,Indeterminada,Indeterminada
2903,13,9,2007,-1.37205,-89.65988,,1258,41850776,46.2,47.7,34.4,10,,1997.5,2001,0,Juvenil,Juvenil,3.5,9.5,1130,FALSE,Indeterminada,Indeterminada,Indeterminada
2904,7,8,2001,,,,1259,42069548,20,21.2,14.328,0.75,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1131,FALSE,Indeterminada,Indeterminada,Indeterminada
2905,7,8,2001,,,,1261,41878834,20.3,21.5,14.454,0.82,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1132,FALSE,Indeterminada,Indeterminada,Macho
2906,1,6,2003,-1.36684,-89.6613,1261,1261,41878834,28.5,30.6,21,2.2,20,1997.5,2001,0,Juvenil,Juvenil,3.5,5.5,1132,FALSE,Indeterminada,Indeterminada,Macho
2907,9,9,2007,-1.36651,-89.66102,,1261,41878834,43.2,46.5,33.4,9.4,,1997.5,2001,0,Juvenil,Juvenil,3.5,9.5,1132,FALSE,Indeterminada,Indeterminada,Macho
2908,4,6,2010,-1.36834,-89.66383,,1261,41878834,52.8,,,,50,1997.5,2001,0,Juvenil,,3.5,12.5,1132,FALSE,Indeterminada,Indeterminada,Macho
2909,30,8,2019,,,,1281,41878834,79,78,55,55,70,1997.5,2001,0,Adulta,Macho,3.5,21.5,1132,FALSE,Macho,Macho,Macho
2910,7,8,2001,,,,1262,41887003,20.9,22.3,14.479,0.9,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1133,FALSE,Indeterminada,Indeterminada,Indeterminada
2911,7,8,2001,,,,1263,41892064,20.4,21.2,14.02,0.8,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1134,FALSE,Indeterminada,Indeterminada,Indeterminada
2912,11,9,2007,-1.36558,-89.66123,,1263,41892064,38,39.5,27,5,,1997.5,2001,0,Juvenil,Juvenil,3.5,9.5,1134,FALSE,Indeterminada,Indeterminada,Indeterminada
2913,7,8,2001,,,,1264,17534366,19.8,20.7,13.741,0.75,10,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1135,FALSE,Indeterminada,Indeterminada,Indeterminada
2914,8,6,2010,-1.36769,-89.65885,,1269,17534366,53.2,,,,50,1997.5,2001,0,Juvenil,,3.5,12.5,1135,FALSE,Indeterminada,Indeterminada,Indeterminada
2915,7,8,2001,,,,1265,42052348,21.5,22.6,14.495,0.9,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1136,FALSE,Indeterminada,Indeterminada,Indeterminada
2916,7,8,2001,,,,1267,41773327,22.2,24.3,16.268,1.1,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1137,FALSE,Indeterminada,Indeterminada,Indeterminada
2917,3,6,2003,-1.36551,-89.6605,,1267,41773327,28,30,21.1,1.85,20,1997.5,2001,0,Juvenil,Juvenil,3.5,5.5,1137,FALSE,Indeterminada,Indeterminada,Indeterminada
2918,11,9,2007,-1.36582,-89.66011,,1267,41773327,43.3,45.2,33,8.4,,1997.5,2001,0,Juvenil,Juvenil,3.5,9.5,1137,FALSE,Indeterminada,Indeterminada,Indeterminada
2919,8,6,2010,-1.36554,-89.66028,,1267,41773327,53.2,,,,50,1997.5,2001,0,Juvenil,,3.5,12.5,1137,FALSE,Indeterminada,Indeterminada,Indeterminada
2920,7,8,2001,,,,1269,42079102,21,22.7,14.73,0.9,20,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1138,FALSE,Indeterminada,Indeterminada,Indeterminada
2921,2,6,2003,-1.36401,-89.66052,,1269,42079102,28.4,29.6,20.5,2.5,20,1997.5,2001,0,Juvenil,Juvenil,3.5,5.5,1138,FALSE,Indeterminada,Indeterminada,Indeterminada
2922,14,9,2007,-1.36976,-89.66219,,1269,42079102,40.7,42.5,30,7.2,,1997.5,2001,0,Juvenil,Juvenil,3.5,9.5,1138,FALSE,Indeterminada,Indeterminada,Indeterminada
2923,7,8,2001,,,,1270,10257089,19.7,21,13.522,0.7,10,1997.5,2001,1,Juvenil,Indeterminada,3.5,3.5,1139,FALSE,Indeterminada,Indeterminada,Indeterminada
2924,1,6,2003,-1.36664,-89.66152,,1270,10257089,27.6,29,19.5,1.8,20,1997.5,2001,0,Juvenil,Juvenil,3.5,5.5,1139,FALSE,Indeterminada,Indeterminada,Indeterminada
2925,12,6,2001,,,,,42010383,21.8,22.8,14.993,0.9,20,1995.5,2001,1,Juvenil,Indeterminada,5.5,5.5,1140,FALSE,Indeterminada,Indeterminada,Indeterminada
2926,4,6,2010,-1.36972,-89.66524,,1271,42010383,54.5,,,,50,1995.5,2001,0,Adulta,,5.5,14.5,1140,FALSE,,Indeterminada,Indeterminada
2927,12,6,2001,,,,,42068813,23.4,26,17.074,1.2,20,1995.5,2001,1,Juvenil,Indeterminada,5.5,5.5,1141,FALSE,Indeterminada,Indeterminada,Indeterminada
2928,12,6,2001,,,,,42086576,20.1,21.4,14.325,0.9,20,1995.5,2001,1,Juvenil,Indeterminada,5.5,5.5,1142,FALSE,Indeterminada,Indeterminada,Hembra
2929,2,6,2010,-1.36187,-89.66129,,n/a,42086576,56,,,,50,1995.5,2001,0,Adulta,Hembra,5.5,14.5,1142,FALSE,Hembra,Hembra,Hembra
2930,18,7,2002,,,,1209,42058815,20.5,,,0.8,20,1997.5,2002,1,Juvenil,Indeterminada,4.5,4.5,1143,FALSE,Indeterminada,Indeterminada,Indeterminada
2931,11,9,2007,-1.36518,-89.66103,,1209,42058815,33,34,23.6,3.5,,1997.5,2002,0,Juvenil,Juvenil,4.5,9.5,1143,FALSE,Indeterminada,Indeterminada,Indeterminada
2932,18,7,2002,,,,1260,42043594,21.3,,,1,20,1997.5,2002,1,Juvenil,Indeterminada,4.5,4.5,1144,FALSE,Indeterminada,Indeterminada,Indeterminada
2933,18,7,2002,,,,1266,41810059,22.3,,,1.1,20,1997.5,2002,1,Juvenil,Indeterminada,4.5,4.5,1145,FALSE,Indeterminada,Indeterminada,Indeterminada
2934,8,6,2010,-1.36808,-89.65992,,unreadable,41810059,53.1,,,,50,1997.5,2002,0,Juvenil,,4.5,12.5,1145,FALSE,Indeterminada,Indeterminada,Indeterminada
2935,18,7,2002,,,,1268,9361770,21.3,,,0.95,20,1997.5,2002,1,Juvenil,Indeterminada,4.5,4.5,1146,FALSE,Indeterminada,Indeterminada,Indeterminada
2936,7,9,2007,-1.3669,-89.66127,,1268,9361770,36.5,37.5,26.5,4.12,,1997.5,2002,0,Juvenil,Juvenil,4.5,9.5,1146,FALSE,Indeterminada,Indeterminada,Indeterminada
2937,18,7,2002,,,,1271,53064619,22.6,,,1,20,1998.5,2002,1,Juvenil,Indeterminada,3.5,3.5,1147,FALSE,Indeterminada,Indeterminada,Hembra
2938,29,8,2019,-1.37418,-89.68184,,,53064619,64.7,68.1,47,28.8,60,1998.5,2002,0,Adulta,Hembra,3.5,20.5,1147,FALSE,Hembra,Hembra,Hembra
2939,18,7,2002,,,,1272,52559003,22,,,1,20,1998.5,2002,1,Juvenil,Indeterminada,3.5,3.5,1148,FALSE,Indeterminada,Indeterminada,Indeterminada
2940,18,7,2002,,,,1273,52805635,22.2,,,0.95,20,1998.5,2002,1,Juvenil,Indeterminada,3.5,3.5,1149,FALSE,Indeterminada,Indeterminada,Indeterminada
2941,18,7,2002,,,,1274,52599555,22.5,,,1.1,20,1998.5,2002,1,Juvenil,Indeterminada,3.5,3.5,1150,FALSE,Indeterminada,Indeterminada,Indeterminada
2942,6,6,2010,-1.37416,-89.68244,,unreadable,52599555,50.6,,,,50,1998.5,2002,0,Juvenil,,3.5,11.5,1150,FALSE,Indeterminada,Indeterminada,Indeterminada
2943,18,7,2002,,,,1275,52784540,22.2,,,0.9,20,1998.5,2002,1,Juvenil,Indeterminada,3.5,3.5,1151,FALSE,Indeterminada,Indeterminada,Indeterminada
2944,18,7,2002,,,,1276,52781774,22.5,,,1,20,1998.5,2002,1,Juvenil,Indeterminada,3.5,3.5,1152,FALSE,Indeterminada,Indeterminada,Indeterminada
2945,1,6,2003,-1.36684,-89.6613,1276,1276,52781774,24.6,25.2,17.3,1.15,20,1998.5,2002,0,Juvenil,Juvenil,3.5,4.5,1152,FALSE,Indeterminada,Indeterminada,Indeterminada
2946,18,7,2002,,,,1277,53257882,25.3,,,1.5,20,1998.5,2002,1,Juvenil,Indeterminada,3.5,3.5,1153,FALSE,Indeterminada,Indeterminada,Hembra
2947,3,6,2010,-1.37436,-89.6807,,S/N,53257882,55.3,,,,50,1998.5,2002,0,Adulta,Juvenil,3.5,11.5,1153,FALSE,,Hembra,Hembra
2948,28,8,2019,-1.37265,-89.68177,,,53257882,68.4,72.8,48.7,35,60,1998.5,2002,0,Adulta,Hembra,3.5,20.5,1153,FALSE,Hembra,Hembra,Hembra
2949,18,7,2002,,,,1278,53585534,23,,,1.2,20,1998.5,2002,1,Juvenil,Indeterminada,3.5,3.5,1154,FALSE,Indeterminada,Indeterminada,Indeterminada
2950,18,7,2002,,,,1279,52635624,21.9,,,1,20,1998.5,2002,1,Juvenil,Indeterminada,3.5,3.5,1155,FALSE,Indeterminada,Indeterminada,Indeterminada
2951,18,7,2002,,,,1280,52872577,23.2,,,1.1,20,1998.5,2002,1,Juvenil,Indeterminada,3.5,3.5,1156,FALSE,Indeterminada,Indeterminada,Indeterminada
2952,18,7,2002,,,,1281,52790126,24.8,,,1.4,20,1998.5,2002,1,Juvenil,Indeterminada,3.5,3.5,1157,FALSE,Indeterminada,Indeterminada,Indeterminada
2953,7,9,2007,-1.36963,-89.6846,,1281,52790126,46.3,47,33.8,10.1,,1998.5,2002,0,Juvenil,Macho,3.5,8.5,1157,FALSE,Indeterminada,Indeterminada,Indeterminada
2954,18,7,2002,,,,1282,53839014,22.1,,,1,20,1998.5,2002,1,Juvenil,Indeterminada,3.5,3.5,1158,FALSE,Indeterminada,Indeterminada,Indeterminada
2955,18,7,2002,,,,1283,52598549,21,,,0.8,20,1998.5,2002,1,Juvenil,Indeterminada,3.5,3.5,1159,FALSE,Indeterminada,Indeterminada,Indeterminada
2956,18,7,2002,,,,1284,53069326,23,,,1.1,20,1998.5,2002,1,Juvenil,Indeterminada,3.5,3.5,1160,FALSE,Indeterminada,Indeterminada,Indeterminada
2957,18,7,2002,,,,1285,52807635,21.7,,,1,20,1998.5,2002,1,Juvenil,Indeterminada,3.5,3.5,1161,FALSE,Indeterminada,Indeterminada,Macho
2958,3,6,2003,-1.36652,-89.66255,,1285,52807635,26,27.5,18.7,1.5,20,1998.5,2002,0,Juvenil,Juvenil,3.5,4.5,1161,FALSE,Indeterminada,Indeterminada,Macho
2959,7,6,2010,-1.37596,-89.68768,,1285,52807635,48.3,,,,40,1998.5,2002,0,Juvenil,,3.5,11.5,1161,FALSE,Indeterminada,Indeterminada,Macho
2960,28,8,2019,-1.37539,-89.68974,,1285,52807635,69.5,73.5,52.5,33.6,60,1998.5,2002,0,Adulta,Macho,3.5,20.5,1161,FALSE,Macho,Macho,Macho
2961,18,7,2002,,,,1286,52539031,19.5,,,0.7,10,1998.5,2002,1,Juvenil,Indeterminada,3.5,3.5,1162,FALSE,Indeterminada,Indeterminada,Indeterminada
2962,18,7,2002,,,,1287,53625084,20.8,,,0.8,20,1998.5,2002,1,Juvenil,Indeterminada,3.5,3.5,1163,FALSE,Indeterminada,Indeterminada,Indeterminada
2963,1,6,2003,-1.36684,-89.6613,1367,1367,53625084,23.2,24,16.3,1,20,1998.5,2002,0,Juvenil,Juvenil,3.5,4.5,1163,FALSE,Indeterminada,Indeterminada,Indeterminada
2964,18,7,2002,,,,1288,53594004,23,,,1.1,20,1998.5,2002,1,Juvenil,Indeterminada,3.5,3.5,1164,FALSE,Indeterminada,Indeterminada,Indeterminada
2965,18,7,2002,,,,1289,53848792,23.4,,,1.2,20,1998.5,2002,1,Juvenil,Indeterminada,3.5,3.5,1165,FALSE,Indeterminada,Indeterminada,Indeterminada
2966,31,5,2003,-1.22422,-89.40991,,1435,53848792,83,87.2,61.3,45,80,1998.5,2002,0,Adulta,Macho,3.5,4.5,1165,FALSE,Indeterminada,Indeterminada,Indeterminada
2967,18,7,2002,,,,1290,53298108,21.5,,,0.9,20,1998.5,2002,1,Juvenil,Indeterminada,3.5,3.5,1166,FALSE,Indeterminada,Indeterminada,Indeterminada
2968,3,6,2003,-1.36724,-89.66075,,1290,53298108,25.1,25.2,18,1.2,20,1998.5,2002,0,Juvenil,Juvenil,3.5,4.5,1166,FALSE,Indeterminada,Indeterminada,Indeterminada
2969,18,7,2002,,,,1291,52824080,21.1,,,0.8,20,1998.5,2002,1,Juvenil,Indeterminada,3.5,3.5,1167,FALSE,Indeterminada,Indeterminada,Indeterminada
2970,4,6,2010,-1.36844,-89.66357,,1291,52824080,44.7,,,,40,1998.5,2002,0,Juvenil,,3.5,11.5,1167,FALSE,Indeterminada,Indeterminada,Indeterminada
